id,sentiment_manual
125367492976717824,neutral
125366519680086016,neutral
125364154629492736,neutral
125361209137565696,neutral
125360952878182400,neutral
125360877359742976,neutral
125359697770450944,neutral
125359622193295360,neutral
125357901580746752,neutral
125351067620880384,neutral
125350537821569024,neutral
125347828754169856,neutral
125345723020607488,neutral
125344722196766720,neutral
125344351218974720,neutral
125336929825849344,neutral
125336798690942976,neutral
125335012961828864,neutral
125332871174037504,neutral
125332609428496384,neutral
125327281181835264,neutral
125326760769372160,neutral
125325397712846848,neutral
125324916009615360,neutral
125321084525490176,neutral
125318029390249984,neutral
125317541504626688,neutral
125317300860620800,neutral
125315460030922752,neutral
125315263183851520,neutral
125315080081518592,neutral
125312357797863424,neutral
125309663913840640,neutral
125305567148388352,neutral
125300705836793856,neutral
125300603059576832,neutral
125283873331494912,neutral
125281502866059264,neutral
125278676949544960,neutral
125276525472911360,neutral
125275795252977664,neutral
125275280678993920,neutral
125273317673414656,neutral
125270965268643840,neutral
125267017942052864,neutral
125266503657472000,neutral
125261029834899456,neutral
125260105154437120,neutral
125257803790159872,neutral
125252442836320256,neutral
125250721280040960,neutral
125250617911418880,neutral
125250078108684288,neutral
125246898830458880,neutral
125245892814045184,neutral
125244798671142912,neutral
125231250247135232,neutral
125222749034659840,neutral
125218106778992640,neutral
125211793655218176,neutral
125196751387889664,neutral
125193298624258048,neutral
125184976579862528,neutral
125085987431923712,neutral
126534770095169536,positive
126534201880219648,positive
126534020367519744,positive
126533948925952000,positive
126533885109600256,positive
126533562781544448,positive
126533349727666176,positive
126533268119109632,positive
126533166352699392,positive
126532897715929088,positive
126531552367751168,positive
126531180907601920,positive
126530945976238080,positive
126530924576907264,positive
126530807891374080,positive
126530189579649024,positive
126530027939569664,positive
126529770778411008,positive
126528982807089152,positive
126528978239496192,positive
126528804192653312,positive
126528264117293056,positive
126526219587039232,positive
126525469897146368,positive
126525368860540928,positive
126525172969766912,positive
126524301259194368,positive
126523731710443520,positive
126523530903953408,positive
126523525598162944,positive
126522990585315328,positive
126522810821644288,positive
126522714713370624,positive
126522621251682304,positive
126522262768726016,positive
126521286053724160,positive
126520029410885632,positive
126519483752914944,positive
126519329025040384,positive
126519123772588032,positive
126519017405030400,positive
126518882939838464,positive
126516914678808576,positive
126516779886456832,positive
126516304336257024,positive
126515760855134208,positive
126514474378203136,positive
126513620686352384,positive
126513526385819648,positive
126513425043030016,positive
126512728297844736,positive
126512631937904640,positive
126512208451600384,positive
126511545160171520,positive
126511426926944256,positive
126511000907288576,positive
126510977335300096,positive
126510551789604864,positive
126509929619132416,positive
126509528287166464,positive
126508393203642368,positive
126507456019968000,positive
126506850781888512,positive
126506410195431424,positive
126506064387637248,positive
126505384428052480,positive
126505187752943616,positive
126505144878772224,positive
126504782465732608,positive
126504452680187904,positive
126504346639802368,positive
126504216004005888,positive
126504013939216384,positive
126503946092158976,positive
126503805369069568,positive
126503790412181504,positive
126503029548654592,positive
126502415322193920,positive
126502014560649216,positive
126501732443361280,positive
126501468902658048,positive
126500614552289280,positive
126499965869625344,positive
126499581520384000,positive
126499428965158912,positive
126499145014980608,positive
126499143282737152,positive
126498734409396224,positive
126498608815149056,positive
126498587499696128,positive
126497976314109952,positive
126497860752646144,positive
126497655785402368,positive
126496772586610688,positive
126496739531304960,positive
126496342901133312,positive
126496262668292096,positive
126496155856142336,positive
126496005809127424,positive
126495843116265472,positive
126495812724338688,positive
126495283176685568,positive
126494976396898304,positive
126494883367235584,positive
126494838689513472,positive
126494645281755136,positive
126494573966016512,positive
126494442290020352,positive
126494344566943744,positive
126494339248562176,positive
126494280318582784,positive
126494221879357440,positive
126494100252925952,positive
126494070385283072,positive
126493889761787904,positive
126493850914131968,positive
126493722916560896,positive
126493648757071872,positive
126493639605092352,positive
126493624270725120,positive
126493538945994752,positive
126493495933403136,positive
126493472931844096,positive
126493405760069632,positive
126493371790397440,positive
126493365775777792,positive
126493265661919232,positive
126493192110612480,positive
126493141271449600,positive
126493101807239168,positive
126493037110099968,positive
126493034014720000,positive
126492983968268288,positive
126492981460082688,positive
126492970793971712,positive
126492852615262208,positive
126492838870515712,positive
126492656124702720,positive
126492628152889344,positive
126492595500236800,positive
126492495394775040,positive
126492415749128192,positive
126492266016673792,positive
126492259993657344,positive
126492242373386240,positive
126492101549621248,positive
126492040954527744,positive
126492009748889600,positive
126491707247300608,positive
126491689396338688,positive
126491556831182848,positive
126491420260442112,positive
126491304036278272,positive
126491109982613504,positive
126491084854530048,positive
126491009558392832,positive
126490970803027968,positive
126490696214511616,positive
126490548306579456,positive
126490282878443520,positive
126490137944268800,positive
126489924596793344,positive
126489848004608000,positive
126489841096597504,positive
126489713782685696,positive
126489671730597888,positive
126489424807735296,positive
126489397507014656,positive
126489393526616064,positive
126489263025033216,positive
126489200567664640,positive
126489182263721984,positive
126489085102661632,positive
126489066077302784,positive
126488933772169216,positive
126488863374983168,positive
126488589046517760,positive
126488572772622336,positive
126488519265894400,positive
126488454921068544,positive
126488447098695680,positive
126488384410619904,positive
126488304341360640,positive
126488294325370880,positive
126488249739915264,positive
126488202935664640,positive
126488018616987648,positive
126487844830191616,positive
126487523366150144,positive
126487508589621248,positive
126487332865056768,positive
126487172487462912,positive
126487153655029760,positive
126487090723700736,positive
126487082905518080,positive
126486849706401792,positive
126486332104130560,positive
126486322675318784,positive
126485171280166912,positive
126484977176158208,positive
126484769285480448,positive
126484631389356032,positive
126534476875567104,negative
126533446293127168,negative
126532210210783232,negative
126527166195314688,negative
126526648928579584,negative
126520550876127232,negative
126520337289580544,negative
126518920122335232,negative
126517970179600384,negative
126517608697708544,negative
126516572343910400,negative
126516408317251584,negative
126515822750478336,negative
126515697181409280,negative
126514511862706176,negative
126507644742672384,negative
126506609823334400,negative
126505594290057216,negative
126503098071007232,negative
126502732369629184,negative
126502274204831744,negative
126501869920075776,negative
126499555742203904,negative
126497996350304256,negative
126497929593761792,negative
126497514168922112,negative
126497333209858048,negative
126496987192373248,negative
126495219058348032,negative
126494895501348864,negative
126494402381225984,negative
126494319749238784,negative
126494303173361664,negative
126494261922381824,negative
126493910037037056,negative
126493616519647232,negative
126493030185316352,negative
126492741764005888,negative
126492244151771136,negative
126491870900666368,negative
126491825660887040,negative
126491776482689024,negative
126491509527805952,negative
126491502493962240,negative
126491480087986176,negative
126490767345725440,negative
126490750958567424,negative
126490477288636416,negative
126489936944832512,negative
126488700975726592,negative
126487669533442048,negative
126487604035198976,negative
126487206570373120,negative
126487152338026496,negative
126486838549557248,negative
126486654830645248,negative
126486634458914816,negative
126535080557551616,neutral
126535043588964352,neutral
126535016049160192,neutral
126534917290070016,neutral
126534362148782080,neutral
126534144170790912,neutral
126534083797987328,neutral
126534080627093504,neutral
126533944832311296,neutral
126533740628422656,neutral
126533730671149056,neutral
126533567311392768,neutral
126533547803680768,neutral
126533491495157760,neutral
126533487590248448,neutral
126533485837037568,neutral
126532820507176960,neutral
126532798994583552,neutral
126532569259970560,neutral
126532361587396608,neutral
126532316859338752,neutral
126532178082410496,neutral
126532141302558720,neutral
126532121773883392,neutral
126532064823619584,neutral
126532054136524800,neutral
126532019999096832,neutral
126531893649874944,neutral
126531814071336960,neutral
126531693522857984,neutral
126531628087513088,neutral
126531561691693056,neutral
126531560194326528,neutral
126531556255870976,neutral
126531542733430784,neutral
126531524945395712,neutral
126531522487533568,neutral
126531297249202176,neutral
126531285475799040,neutral
126531278517448704,neutral
126530795987939328,neutral
126530766829129728,neutral
126530553477468160,neutral
126530551384506368,neutral
126530550394650624,neutral
126530532640169984,neutral
126530487840813056,neutral
126530423026233344,neutral
126529904731881472,neutral
126529833487446016,neutral
126529492582797312,neutral
126529490737303552,neutral
126529470814363648,neutral
126529468981452800,neutral
126529403067969536,neutral
126529224642281472,neutral
126529168715431936,neutral
126529111819681792,neutral
126529099018674176,neutral
126529019284946944,neutral
126528767228248064,neutral
126528551766867968,neutral
126528448050118656,neutral
126528318542589952,neutral
126528307004051456,neutral
126528290352660480,neutral
126528288729473024,neutral
126528287831891968,neutral
126528286871396352,neutral
126528248329940992,neutral
126528157573578752,neutral
126527897065373696,neutral
126527760662413312,neutral
126527757151776768,neutral
126527756036091904,neutral
126527743528673280,neutral
